Code ISIN;Catégorie Morningstar;Libellé du fonds;Société de gestion;Risque (SRI);Frais UC (B) %;Frais contrat (C) %;Frais totaux (B+C) %;Page
LU1890809996;ALLOCATION D'ACTIFS EUR MODEREE;ABN AMRO Funds - NexGen Multi-Asset A EUR Capitalisation;ABN AMRO Investment Solutions;3;1,74;0,5;2,24;1
LU0235308482;ACTIONS EUROPE GDES CAP. MIXTE;Alken Fund - European Opportunities Class R;AFFM S.A;5;1,86;0,5;2,36;1
FR0010237503;ACTIONS EUROPE GDES CAP. MIXTE;Roche-Brune Europe Valeurs Responsables P;APICIL Asset Management;4;2,03;0,5;2,53;1
FR0010283838;ACTIONS EUROPE ZONE EURO;Roche-Brune Euro Valeurs Responsables P;APICIL Asset Management;4;1,77;0,5;2,27;1
LU0216734045;ACTIONS SECTEUR IMMOBILIER;AXA World Funds - Europe Real Estate A Capitalisation EUR;AXA Funds Management S.A.;5;1,76;0,5;2,26;1
LU1529780493;ACTIONS SECTEUR TECHNOLOGIES;AXA World Funds - Robotech A Distribution EUR;AXA Funds Management S.A.;5;1,75;0,5;2,25;1
LU0231459107;ACTIONS ASIE-PACIFIQUE HORS JAPON;abrdn SICAV I - Asian Smaller Companies Fund A Acc USD;Aberdeen Standard Investments Luxembourg S.A.;4;1,94;0,5;2,44;1
LU0231490524;ACTIONS MARCHÉS EMERGENTS ASIE;abrdn SICAV I - Indian Equity Fund A Acc USD;Aberdeen Standard Investments Luxembourg S.A.;4;1,92;0,5;2,42;1
LU0278937759;ACTIONS MARCHÉS EMERGENTS PETITES & MOY. CAP.;abrdn SICAV I - Emerging Markets Smaller Companies Fund A Acc USD;Aberdeen Standard Investments Luxembourg S.A.;4;1,95;0,5;2,45;1
FR0000975880;ACTIONS FRANCE;Allianz Actions Aéquitas R C/D;Allianz Global Investors GmbH;4;1,8;0,5;2,3;1
FR0000017329;ACTIONS EUROPE GDES CAP. MIXTE;Allianz Valeurs Durables RC;Allianz Global Investors GmbH;4;1,79;0,5;2,29;2
LU0256839274;ACTIONS EUROPE GDES CAP. CROISSANCE;Allianz Global Investors Fund - Allianz Europe Equity Growth AT EUR;Allianz Global Investors GmbH;5;1,85;0,5;2,35;2
LU0293315296;ACTIONS EUROPE PETITES & MOY. CAP.;Allianz Europe Small Cap Equity AT EUR;Allianz Global Investors GmbH;4;2,05;0,5;2,55;2
LU1143164405;ACTIONS JAPON;Allianz Global Investors Fund - Allianz Japan Equity AT (H-EUR);Allianz Global Investors GmbH;4;1,86;0,5;2,36;2
LU1548497772;THEMATIQUES INTELLIGENCE ARTIFICIELLE;Allianz Global Investors Fund - Allianz Global Artificial Intelligence AT (H2-EUR);Allianz Global Investors GmbH;5;2,1;0,5;2,6;2
FR0010286005;ACTIONS EUROPE ZONE EURO;Sextant PEA A;Amiral Gestion;4;2,2;0,5;2,7;2
FR0010547869;ACTIONS FRANCE PETITES & MOY. CAP.;Sextant PME A;Amiral Gestion;4;2,2;0,5;2,7;2
FR0011050863;ACTIONS SECTEUR TECHNOLOGIES;Sextant Tech A;Amiral Gestion;4;1,03;0,5;1,53;2
FR001400CEG4;ACTIONS MONDE GDES CAP.;Sextant Quality Focus A;Amiral Gestion;4;0,25;0,5;0,75;2
FR0000979221;ACTIONS FRANCE;Valeur Intrinsèque P;Amplegest;4;2,25;0,5;2,75;2
FR0010375600;ACTIONS EUROPE GDES CAP. MIXTE;Amplegest Pricing Power AC;Amplegest;4;2,35;0,5;2,85;2
FR0010655712;ACTIONS EUROPE ZONE EURO;Amundi ETF Dax UCITS ETF DR;Amundi;4;17,94;0,5;18,44;2
FR0010930644;SECTEUR TRANSITION ENERGETIQUE;AMUNDI GLOBAL HYDROGEN UCITS ETF - Acc;Amundi;5;16,06;0,5;16,56;2
FR0007052782;ACTIONS FRANCE;Amundi CAC 40 UCITS ETF Dist;Amundi Asset Management;4;2,14;0,5;2,64;2
FR0007056841;ACTIONS ETATS-UNIS GDES CAP. MIXTE;Amundi Dow Jones Industrial Average UCITS ETF Dist;Amundi Asset Management;4;0,5;0,5;1;2
FR0010315770;ACTIONS MONDE GDES CAP.;Amundi MSCI World II UCITS ETF Dist;Amundi Asset Management;4;0,3;0,5;0,8;2
FR0010342592;ACTIONS ETATS-UNIS GDES CAP. MIXTE;Amundi Nasdaq-100 Daily (2x) Leveraged UCITS ETF Acc;Amundi Asset Management;6;0,6;0,5;1,1;3
FR0010468983;ACTIONS EUROPE ZONE EURO;Amundi EURO STOXX 50 Daily (2x) Leveraged UCITS ETF Acc;Amundi Asset Management;6;0,4;0,5;0,9;3
FR0010524777;SECTEUR TRANSITION ENERGETIQUE;Amundi MSCI New Energy UCITS ETF Dist;Amundi Asset Management;5;7,37;0,5;7,87;3
FR0010527275;THEMATIQUES WATER;Amundi MSCI Water UCITS ETF Dist;Amundi Asset Management;4;11,84;0,5;12,34;3
FR0010592014;ACTIONS FRANCE;Amundi CAC 40 Daily (2x) Leveraged UCITS ETF Acc;Amundi Asset Management;6;0,4;0,5;0,9;3
FR0013380607;ACTIONS FRANCE;Amundi CAC 40 UCITS ETF Acc;Amundi Asset Management;4;0,25;0,5;0,75;3
FR0014003N93;ACTIONS MONDE GDES CAP.;Amundi MSCI World Swap II UCITS ETF EUR Hedged Acc;Amundi Asset Management;4;0,3;0,5;0,8;3
LU0496786574;ACTIONS ETATS-UNIS GDES CAP. MIXTE;Amundi S&P 500 II UCITS ETF EUR Dist;Amundi Asset Management;4;32,52;0,5;33,02;3
LU0533032859;ACTIONS SECTEUR FINANCIER;Amundi MSCI World Financials UCITS ETF EUR Acc;Amundi Asset Management;4;33,82;0,5;34,32;3
LU0533033238;ACTIONS SECTEUR SANTE;Amundi MSCI World Health Care UCITS ETF EUR Acc;Amundi Asset Management;4;7,32;0,5;7,82;3
LU0533033667;ACTIONS SECTEUR TECHNOLOGIES;Amundi MSCI World Information Technology UCITS ETF EUR Acc;Amundi Asset Management;5;0,3;0,5;0,8;3
LU0959211326;ACTIONS ETATS-UNIS GDES CAP. MIXTE;Amundi Core S&P 500 Swap UCITS ETF EUR Hedged Acc;Amundi Asset Management;4;0,07;0,5;0,57;3
LU1650492330;ACTIONS ROYAUME-UNI;Amundi FTSE 100 UCITS ETF EUR Hedged Acc;Amundi Asset Management;4;0,3;0,5;0,8;3
LU1829221024;ACTIONS ETATS-UNIS GDES CAP. CROISSANCE;Amundi Nasdaq-100 II UCITS ETF Acc;Amundi Asset Management;5;35,62;0,5;36,12;3
LU1834986900;ACTIONS SECTEUR SANTE;Amundi STOXX Europe 600 Healthcare UCITS ETF Acc;Amundi Asset Management;4;5,03;0,5;5,53;3
LU1834987890;ACTIONS SECTEUR BIENS INDUSTRIELS;Amundi STOXX Europe 600 Industrials UCITS ETF Acc;Amundi Asset Management;4;15,73;0,5;16,23;4
LU1834988278;ACTIONS SECTEUR ENERGIE;Amundi STOXX Europe 600 Energy Screened UCITS ETF Acc;Amundi Asset Management;5;1,88;0,5;2,38;4
LU1834988518;ACTIONS SECTEUR TECHNOLOGIES;Amundi STOXX Europe 600 Technology UCITS ETF Acc;Amundi Asset Management;5;8,02;0,5;8,52;4
LU1900066207;ACTIONS BRÉSIL;Amundi MSCI Brazil UCITS ETF Acc;Amundi Asset Management;6;0,65;0,5;1,15;4
LU1900068914;ACTIONS CHINE;Amundi MSCI China ESG Selection Extra UCITS ETF Acc;Amundi Asset Management;5;0,65;0,5;1,15;4
LU1954152853;ACTIONS ETATS-UNIS GDES CAP. CROISSANCE;Amundi Nasdaq-100 II UCITS ETF EUR Hedged Acc;Amundi Asset Management;5;0,3;0,5;0,8;4
LU2023678878;THEMATIQUES TECHNOLOGIE;Amundi MSCI Digital Economy UCITS ETF Acc;Amundi Asset Management;5;32,71;0,5;33,21;4
FR0010188383;ACTIONS MARCHÉS EMERGENTS;AMUNDI ACTIONS EMERGENTS - P (C);Amundi Asset Management;4;2,07;0,5;2,57;4
FR0010478768;ACTIONS SECTEUR MATIERES PREMIERES;AMUNDI ACTIONS RESSOURCES NATURELLES - P (C);Amundi Asset Management;4;2,41;0,5;2,91;4
FR0013216207;THEMATIQUES WATER;AMUNDI - KBI AQUA (C);Amundi Asset Management;4;1,6;0,5;2,1;4
FR0000944696;ACTIONS FRANCE;AMUNDI ACTIONS FRANCE SELECT - P (C);Amundi Asset Management;4;1,3;0,5;1,8;4
LU1437025023;ACTIONS ROYAUME-UNI;Amundi MSCI UK IMI SRI Climate Paris Aligned - UCITS ETF DR - EUR (C);Amundi Luxembourg S.A.;4;12,06;0,5;12,56;4
LU1602144732;ACTIONS JAPON;Amundi MSCI Japan ESG Broad Transition UCITS ETF EUR Acc;Amundi Luxembourg S.A.;4;11,74;0,5;12,24;4
LU1602144906;ACTIONS PACIFIQUE EX-JAPON;Amundi MSCI Pacific Ex Japan SRI Climate Paris Aligned - UCITS ETF DR - EUR (C);Amundi Luxembourg S.A.;4;5,11;0,5;5,61;4
LU1681038672;ACTIONS ETATS-UNIS PETITES CAP.;AMUNDI RUSSELL 2000 UCITS ETF - EUR (C);Amundi Luxembourg S.A.;5;18,71;0,5;19,21;5
LU1681039480;IMMOBILIER - INDIRECT EUROPE;AMUNDI FTSE EPRA EUROPE REAL ESTATE UCITS ETF - EUR (C);Amundi Luxembourg S.A.;5;3,55;0,5;4,05;5
LU1681043086;ACTIONS MARCHÉS EMERGENTS ASIE;Amundi MSCI India UCITS ETF - EUR (C);Amundi Luxembourg S.A.;4;0,8;0,5;1,3;5
LU1681043599;ACTIONS MONDE GDES CAP.;Amundi MSCI World Swap UCITS ETF EUR Acc;Amundi Luxembourg S.A.;4;0,38;0,5;0,88;5
LU1681043912;THEMATIQUES TECHNOLOGIE;Amundi MSCI China Tech UCITS ETF EUR;Amundi Luxembourg S.A.;5;7,93;0,5;8,43;5
LU1681044480;ACTIONS MARCHÉS EMERGENTS ASIE;Amundi MSCI Em Asia UCITS ETF - EUR (C);Amundi Luxembourg S.A.;4;19,81;0,5;20,31;5
LU1681044647;ACTIONS EUROPE DU NORD;Amundi MSCI Nordic UCITS ETF - Eur (C);Amundi Luxembourg S.A.;4;1,84;0,5;2,34;5
LU1681044720;ACTIONS SUISSE;AMUNDI MSCI SWITZERLAND UCITS ETF - EUR (C);Amundi Luxembourg S.A.;4;4,08;0,5;4,58;5
LU1681045024;ACTIONS MARCHÉS EMERGENTS;Amundi MSCI EM Latin America UCITS ETF - EUR (C);Amundi Luxembourg S.A.;5;21,8;0,5;22,3;5
LU1681045370;ACTIONS MARCHÉS EMERGENTS;Amundi MSCI Emerging Markets UCITS ETF - EUR (C);Amundi Luxembourg S.A.;4;13,91;0,5;14,41;5
LU1681046931;ACTIONS FRANCE;AMUNDI CAC 40 ESG UCITS ETF DR - EUR (C);Amundi Luxembourg S.A.;4;3,85;0,5;4,35;5
LU1681047236;ACTIONS EUROPE ZONE EURO;Amundi CORE EURO STOXX 50 UCITS ETF Acc;Amundi Luxembourg S.A.;4;11,81;0,5;12,31;5
LU1681048630;ACTIONS SECTEUR BIENS DE CONSOMMATION;Amundi Global Luxury UCITS ETF - EUR (C);Amundi Luxembourg S.A.;5;0,25;0,5;0,75;5
LU1681048804;ACTIONS ETATS-UNIS GDES CAP. MIXTE;AMUNDI S&P 500 UCITS ETF - EUR (C);Amundi Luxembourg S.A.;4;33,99;0,5;34,49;5
LU1834983477;ACTIONS SECTEUR BANCAIRE;Amundi STOXX Europe 600 Banks UCITS ETF Acc;Amundi Luxembourg S.A.;5;0,3;0,5;0,8;5
LU1861132840;THEMATIQUES INTELLIGENCE ARTIFICIELLE;Amundi MSCI Robotics & AI UCITS ETF Acc;Amundi Luxembourg S.A.;5;22,7;0,5;23,2;5
LU1861137484;ACTIONS EUROPE GDES CAP. MIXTE;Amundi MSCI Europe SRI Climate Paris Aligned - UCITS ETF DR (C);Amundi Luxembourg S.A.;4;8,2;0,5;8,7;6
LU1861138961;ACTIONS MARCHÉS EMERGENTS;Amundi MSCI Emerging Markets SRI Climate Paris Aligned - UCITS ETF DR (C);Amundi Luxembourg S.A.;4;11,66;0,5;12,16;6
LU2037748345;THEMATIQUES TECHNOLOGIE;Amundi MSCI Smart Cities UCITS ETF ACC;Amundi Luxembourg S.A.;4;18,23;0,5;18,73;6
LU2611731824;MATIERES PREMIERES - OR;AMUNDI NYSE ARCA GOLD BUGS UCITS ETF DIST;Amundi Luxembourg S.A.;6;20,7;0,5;21,2;6
LU0201575346;ACTIONS MARCHÉS EMERGENTS;AMUNDI FUNDS LATIN AMERICA EQUITY - A USD (C);Amundi Luxembourg S.A.;5;2,08;0,5;2,58;6
LU1883854868;ACTIONS ETATS-UNIS GDES CAP. CROISSANCE;AMUNDI FUNDS US EQUITY FUNDAMENTAL GROWTH - E2 EUR (C);Amundi Luxembourg S.A.;4;1,78;0,5;2,28;6
FR0013261765;ACTIONS SECTEUR SANTE;Athymis Better Life P;Athymis Gestion;4;1,8;0,5;2,3;6
FR0013300662;ACTIONS EUROPE ZONE EURO PETITES & MOY. CAP.;IDAM Small Euro C;Auris Gestion;4;0,35;0,5;0,85;6
LU2733471192;OBLIGATIONS EURO HAUT RENDEMENT;Auris European Evolution SRI A EUR Cap;Auris Gestion;4;2,7;0,5;3,2;6
FR0000447864;ACTIONS FRANCE;AXA France Opportunités - A;Axa Investment Managers Paris;4;1,76;0,5;2,26;6
FR0010011171;MATIERES PREMIERES - OR;AXA Or et Matières Premières;Axa Investment Managers Paris;5;1,49;0,5;1,99;6
LU1876459303;ACTIONS SECTEUR BANCAIRE;Axiom European Banks Equity RC EUR(v);Axiom Alternative Investments;6;2,78;0,5;3,28;6
FR0010651224;ACTIONS EUROPE GDES CAP. MIXTE;BDL Convictions C;BDL Capital Management;5;2,05;0,5;2,55;6
FR0010077412;ACTIONS SECTEUR SANTE;BNP Paribas Développement Humain Classic;BNP Paribas Asset Management France;4;1,47;0,5;1,97;6
LU1377382368;THEMATIQUES CLIMAT;BNP Paribas Easy Low Carbon 100 Europe PAB® UCITS ETF;BNP Paribas Asset Management Luxembourg;4;6,8;0,5;7,3;6
LU2194447293;THEMATIQUES WATER;BNP PARIBAS EASY - ECPI Global ESG Blue Economy UCITS ETF Cap;BNP Paribas Asset Management Luxembourg;4;0,25;0,5;0,75;7
LU0212196652;ACTIONS ETATS-UNIS MOYENNES CAP.;BNP Paribas Funds US Mid CapClassic H EURR;BNP Paribas Asset Management Luxembourg;4;2,23;0,5;2,73;7
LU0265293521;ACTIONS TURQUIE;BNP Paribas Funds Turkey EquityClassicR;BNP Paribas Asset Management Luxembourg;6;2,23;0,5;2,73;7
LU0823411706;ACTIONS SECTEUR BIENS DE CONSOMMATION;BNP Paribas Funds Consumer InnovatorsClassic Capitalisation;BNP Paribas Asset Management Luxembourg;5;1,98;0,5;2,48;7
LU0823434237;ACTIONS ETATS-UNIS GDES CAP. CROISSANCE;BNP Paribas Funds US Growth Classic EURR;BNP Paribas Asset Management Luxembourg;5;1,98;0,5;2,48;7
LU0950372838;ACTIONS EUROPE DU NORD PETITES & MOY. CAP.;BNP Paribas Funds Nordic Small Cap Classic Capitalisation;BNP Paribas Asset Management Luxembourg;5;2,23;0,5;2,73;7
LU1165135440;THEMATIQUES WATER;BNP Paribas Funds Aqua Classic Capitalisation;BNP Paribas Asset Management Luxembourg;4;2,23;0,5;2,73;7
LU2607531345;ACTIONS ETATS-UNIS GDES CAP. MIXTE;BNP Paribas Easy MSCI USA SRI PAB Track Privilege EUR Capitalisation;BNP Paribas Asset Management Luxembourg;4;0,25;0,5;0,75;7
IE0004866889;ACTIONS CHINE;Barings International Umbrella Fund - Barings Hong Kong China Fund Class A EUR Inc;Baring International Fund Managers (Ireland) Limited;5;1,7;0,5;2,2;7
IE00BF20LF40;ACTIONS EUROPE MOYENNES CAP.;iShares MSCI Europe Mid Cap UCITS ETF EUR (Acc);BlackRock Asset Management Ireland Limited;4;0,15;0,5;0,65;7
IE00BG0J4C88;ACTIONS SECTEUR TECHNOLOGIES;iShares Digital Security UCITS ETF USD Acc;BlackRock Asset Management Ireland Limited;4;22,77;0,5;23,27;7
IE00BYZK4776;ACTIONS SECTEUR SANTE;iShares Healthcare Innovation UCITS ETF USD (Acc);BlackRock Asset Management Ireland Limited;4;0,4;0,5;0,9;7
IE00BYZK4883;THEMATIQUES TECHNOLOGIE;iShares Digitalisation UCITS ETF USD (Acc);BlackRock Asset Management Ireland Limited;5;0,4;0,5;0,9;7
LU0075056555;ACTIONS SECTEUR MATIERES PREMIERES;BlackRock Global Funds - World Mining Fund A2;Blackrock (Luxembourg) S.A.;5;2,07;0,5;2,57;8
LU0093502762;ACTIONS EUROPE ZONE EURO;BlackRock Global Funds - Euro-Markets Fund A2;Blackrock (Luxembourg) S.A.;4;1,82;0,5;2,32;8
LU0124384867;SECTEUR TRANSITION ENERGETIQUE;BlackRock Global Funds - Sustainable Energy Fund A2;Blackrock (Luxembourg) S.A.;5;1,97;0,5;2,47;8
LU0171289498;ACTIONS MARCHÉS EMERGENTS;BlackRock Global Funds - Latin American Fund A2;Blackrock (Luxembourg) S.A.;5;2,08;0,5;2,58;8
LU0171298648;ACTIONS ETATS-UNIS MOYENNES CAP.;BlackRock Global Funds - US Mid-Cap Value Fund A2;Blackrock (Luxembourg) S.A.;4;1,83;0,5;2,33;8
LU0171301533;ACTIONS SECTEUR ENERGIE;BlackRock Global Funds - World Energy Fund A2;Blackrock (Luxembourg) S.A.;5;2,06;0,5;2,56;8
LU0171305526;ACTIONS SECTEUR ENERGIE;BlackRock Global Funds - World Gold Fund A2;Blackrock (Luxembourg) S.A.;5;2,07;0,5;2,57;8
LU0171306680;MATIERES PREMIERES - OR;BlackRock Global Funds - World Gold Fund E2;Blackrock (Luxembourg) S.A.;5;2,56;0,5;3,06;8
LU0171310443;ACTIONS SECTEUR TECHNOLOGIES;BlackRock Global Funds - World Technology Fund A2;Blackrock (Luxembourg) S.A.;5;1,81;0,5;2,31;8
LU0224105477;ACTIONS EUROPE FLEX CAP;BlackRock Global Funds - Continental European Flexible Fund Class A2;Blackrock (Luxembourg) S.A.;4;1,82;0,5;2,32;8
LU0229084990;ACTIONS EUROPE GDES CAP. MIXTE;BlackRock Global Funds - European Equity Transition Fund A2;Blackrock (Luxembourg) S.A.;4;1,83;0,5;2,33;8
LU0238689110;ACTIONS MONDE GDES CAP.;BlackRock Sustainable Global Funds - Sustainable Global Dynamic Equity Fund A2;Blackrock (Luxembourg) S.A.;4;1,83;0,5;2,33;8
LU0326424115;ACTIONS SECTEUR MATIERES PREMIERES;BlackRock Global Funds - World Mining Fund A2 EUR Hedged;Blackrock (Luxembourg) S.A.;5;2,07;0,5;2,57;8
LU0359201455;ACTIONS CHINE;BlackRock Global Funds - China Fund A2 EUR Hedged;Blackrock (Luxembourg) S.A.;5;1,83;0,5;2,33;9
LU2719174067;ACTIONS MARCHÉS EMERGENTS;BlackRock Global Funds - Emerging Markets Ex- China Fund A2 Hedged EUR Acc;Blackrock (Luxembourg) S.A.;4;1,88;0,5;2,38;9
BE0058652646;ACTIONS MONDE GDES CAP.;DPAM B - Equities World Sustainable B Cap;CA lndosuez Fund Solutions S.A.;4;1,74;0,5;2,24;9
BE0946564383;ACTIONS MONDE GDES CAP.;DPAM B - Equities NewGems Sustainable B Cap;CA lndosuez Fund Solutions S.A.;4;1,76;0,5;2,26;9
FR0010469312;ACTIONS JAPON;CPR Actions Japon Select - P (C);CPR Asset Management;4;1,1;0,5;1,6;9
FR0010836163;ACTIONS THEMATIQUES;CPR Silver Age - P;CPR Asset Management;4;1,62;0,5;2,12;9
FR0013532710;ACTIONS FRANCE;CPR Ambition France - P;CPR Asset Management;4;1,52;0,5;2,02;9
LU1653748860;ACTIONS THEMATIQUES;CPR Invest - Food For Generations - A EUR - Acc;CPR Asset Management;3;1,85;0,5;2,35;9
LU1902443420;ACTIONS SECTEUR ECOLOGIE;CPR Invest - Climate Action - A EUR - Acc;CPR Asset Management;4;1,95;0,5;2,45;9
LU2389405080;SECTEUR TRANSITION ENERGETIQUE;CPR Invest - Hydrogen - A EUR - Acc;CPR Asset Management;4;1,85;0,5;2,35;9
LU2570611322;ACTIONS EUROPE GDES CAP. MIXTE;CPR Invest - European Strategic Autonomy - A EUR - Acc;CPR Asset Management;4;1,85;0,5;2,35;9
LU0108459040;ACTIONS SECTEUR SANTE;Candriam Equities L Biotechnology Class C USD Cap;Candriam;5;1,98;0,5;2,48;9
LU1313771856;ACTIONS EUROPE GDES CAP. MIXTE;Candriam Sustainable Equity Europe C Acc EUR;Candriam;4;1,88;0,5;2,38;9
LU1864481467;ACTIONS SECTEUR SANTE;Candriam Equities L Oncology C USD Cap;Candriam;4;1,95;0,5;2,45;9
LU1864481624;ACTIONS SECTEUR SANTE;Candriam Equities L Oncology Fund Class CH EUR Cap;Candriam;4;1,95;0,5;2,45;9
FR0010148981;ACTIONS MONDE GDES CAP.;Carmignac Investissement A EUR acc;Carmignac Gestion;4;1,5;0,5;2;10
FR0010149302;ACTIONS MARCHÉS EMERGENTS;Carmignac Emergents A EUR acc;Carmignac Gestion;4;1,5;0,5;2;10
LU0099161993;ACTIONS EUROPE GDES CAP. MIXTE;Carmignac Portfolio - Grande Europe A EUR Acc;Carmignac Gestion Luxembourg;4;1,8;0,5;2,3;10
LU0336083810;ACTIONS MARCHÉS EMERGENTS PETITES & MOY. CAP.;Carmignac Portfolio - Emerging Discovery A EUR Acc;Carmignac Gestion Luxembourg;4;2,3;0,5;2,8;10
LU1100076550;ACTIONS EUROPE GDES CAP. MIXTE;Clartan Valeurs C;Clartan Associés;4;2,01;0,5;2,51;10
LU1100076808;ACTIONS EUROPE GDES CAP. MIXTE;Clartan Europe C;Clartan Associés;4;2,1;0,5;2,6;10
IE0004766014;ACTIONS EUROPE PETITES & MOY. CAP.;Comgest Growth Europe Smaller Compagnies;Comgest Asset Management International Limited;4;1,58;0,5;2,08;10
IE00B03DF997;ACTIONS MARCHÉS EMERGENTS ASIE;Comgest Growth India Usd Acc;Comgest Asset Management International Limited;4;1,97;0,5;2,47;10
IE00B4ZJ4188;ACTIONS EUROPE GDES CAP. CROISSANCE;Comgest Growth PLC - Comgest Growth Eurp Opportunities EUR Cap;Comgest Asset Management International Limited;4;1,57;0,5;2,07;10
IE00B4ZJ4634;ACTIONS EUROPE GDES CAP. CROISSANCE;COMGEST GROWTH EUROPE S EUR ACC;Comgest Asset Management International Limited;4;2,22;0,5;2,72;10
IE00B6X2JP23;ACTIONS ETATS-UNIS GDES CAP. CROISSANCE;COMGEST GROWTH AMERICA - EUR R Acc;Comgest Asset Management International Limited;4;2,07;0,5;2,57;10
IE00BD1DJ122;ACTIONS JAPON;Comgest Growth Japan EUR R Acc (EUR);Comgest Asset Management International Limited;4;1,77;0,5;2,27;10
IE00BYYLQ314;ACTIONS MONDE GDES CAP.;Comgest Growth World EUR Dis;Comgest Asset Management International Limited;4;1,88;0,5;2,38;10
FR0007450002;ACTIONS ASIE-PACIFIQUE HORS JAPON;CG Nouvelle Asie;Comgest S.A.;4;2,26;0,5;2,76;10
FR0000284689;ACTIONS MONDE GDES CAP.;Comgest Monde;Comgest S.A.;4;1,98;0,5;2,48;10
FR0000292278;ACTIONS MARCHÉS EMERGENTS;Magellan C;Comgest S.A.;4;1,74;0,5;2,24;10
FR0000295230;ACTIONS EUROPE GDES CAP. MIXTE;Renaissance Europe;Comgest S.A.;4;1,75;0,5;2,25;11
FR0007390174;MATIERES PREMIERES - OR;CM-AM SICAV - CM- AM Global Gold RC;Crédit Mutuel Asset Management;5;2;0,5;2,5;11
FR0012316180;ACTIONS EUROPE ZONE EURO;DNCA Opportunités Zone Euro C;DNCA Finance;4;2;0,5;2,5;11
LU0284396289;ACTIONS EUROPE GDES CAP. 'VALUE';DNCA Invest Value Europe B EUR;DNCA Finance;4;2,2;0,5;2,7;11
LU0870553459;ACTIONS EUROPE GDES CAP. CROISSANCE;DNCA INVEST – SRI Europe Growth B;DNCA Finance;4;2,53;0,5;3,03;11
LU1366712518;ACTIONS EUROPE MOYENNES CAP.;DNCA INVEST ARCHER MID-CAP EUROPE;DNCA Finance;4;2,14;0,5;2,64;11
LU2254337392;THEMATIQUES CLIMAT;DNCA Invest Beyond Climate;DNCA Finance;4;1,97;0,5;2,47;11
DE0009848119;ACTIONS SECTEUR DIVIDENDES;DWS Top Dividende LD;DWS Investment GmbH;3;1,45;0,5;1,95;11
LU0273158872;ACTIONS SECTEUR MATIERES PREMIERES;DWS Invest Global Agribusiness LC;DWS Investment S.A.;4;1,63;0,5;2,13;11
FR0010158048;ACTIONS EUROPE GDES CAP. MIXTE;Dorval Drivers Europe R C;Dorval Asset Management;4;2,22;0,5;2,72;11
FR0011645621;ACTIONS EUROPE HORS UK PETITES & MOY. CAP.;Dorval Drivers Smid Continental Europe RC;Dorval Asset Management;4;2,1;0,5;2,6;11
LU0332315042;ACTIONS MARCHÉS EMERGENTS EUROPE;East Capital New Europe A EUR;East Capital Asset Management S.A.;4;2,4;0,5;2,9;11
FR0010592022;ACTIONS THEMATIQUES;Ecofi Enjeux Futurs C;Ecofi Investissements;4;2;0,5;2,5;11
FR0000004970;ACTIONS THEMATIQUES;Ecofi Smart Transition R;Ecofi Investissements;5;1,8;0,5;2,3;11
LU0304955437;ACTIONS ETATS-UNIS GDES CAP. CROISSANCE;Edgewood L Select - US Select Growth A EUR;Edgewood Management LLC;5;1,89;0,5;2,39;11
FR0010505578;ACTIONS EUROPE ZONE EURO;EdR SICAV - Euro Sustainable Equity A EUR;Edmond de Rothschild Asset Management (France);4;2,05;0,5;2,55;11
FR0010588343;ACTIONS FRANCE;EdR SICAV - Tricolore Convictions A EUR;Edmond de Rothschild Asset Management (France);4;2,1;0,5;2,6;11
FR0013428927;THEMATIQUES CLIMAT;EdR SICAV - Green New Deal A EUR;Edmond de Rothschild Asset Management (France);4;1,85;0,5;2,35;11
LU1160356009;ACTIONS SECTEUR SANTE;Edmond de Rothschild Fund - Healthcare A EUR;Edmond de Rothschild Asset Management (Luxembourg);4;2,17;0,5;2,67;12
LU1160365091;ACTIONS CHINE;Edmond de Rothschild Fund - China A EUR;Edmond de Rothschild Asset Management (Luxembourg);5;2,17;0,5;2,67;12
LU1244893696;THEMATIQUES TECHNOLOGIE;Edmond de Rothschild Fund - Big Data A-EUR accumulating;Edmond de Rothschild Asset Management (Luxembourg);4;2,06;0,5;2,56;12
FR0000008674;ACTIONS EUROPE GDES CAP. MIXTE;Fidelity Europe (C);FIL Gestion;4;1,9;0,5;2,4;12
LU0048578792;ACTIONS EUROPE GDES CAP. CROISSANCE;Fidelity Funds - European Growth Fund A-EUR;FIL Investment Management (Luxembourg) S.A.;4;1,89;0,5;2,39;12
LU0048580004;ACTIONS EUROPE ZONE EURO;Fidelity Funds - Germany Fund A;FIL Investment Management (Luxembourg) S.A.;4;1,92;0,5;2,42;12
LU0048597586;ACTIONS ASIE-PACIFIQUE HORS JAPON;Fidelity Funds - Asia Equity ESG Fund A- USD;FIL Investment Management (Luxembourg) S.A.;4;1,92;0,5;2,42;12
LU0061175625;ACTIONS EUROPE PETITES & MOY. CAP.;Fidelity Funds - European Smaller Companies Fund A -Eur- Dis;FIL Investment Management (Luxembourg) S.A.;4;1,91;0,5;2,41;12
LU0069450822;ACTIONS ETATS-UNIS GDES CAP. MIXTE;Fidelity Funds - America Fund A EUR;FIL Investment Management (Luxembourg) S.A.;4;1,89;0,5;2,39;12
LU0077335932;ACTIONS ETATS-UNIS GDES CAP. CROISSANCE;Fidelity Funds - American Growth Fund A USD;FIL Investment Management (Luxembourg) S.A.;4;1,91;0,5;2,41;12
